"id","fecha","activo","precio","volumen","cambio","sector"
430,"2024-06-24","GOOG","237.51",1502,"-1.44","Retail"
431,"2024-06-02","AMZN","430.83",10209,"-3.46","Retail"
432,"2024-04-23","AMZN","137.92",3154,"3.48","Tech"
433,"2024-04-23","MSFT","804.02",8109,"-2.43","Retail"
434,"2024-03-02","TSLA","121.00",3498,"-2.54","Auto"
435,"2024-01-27","MSFT","949.49",3862,"4.40","Retail"
436,"2024-05-23","GOOG","270.07",8457,"3.44","Auto"
437,"2024-02-22","GOOG","743.58",8600,"1.87","Auto"
438,"2024-06-01","AMZN","187.28",8000,"1.52","Auto"
439,"2024-04-18","MSFT","573.18",9947,"3.62","Tech"
440,"2024-03-20","AAPL","539.99",2203,"-2.72","Auto"
441,"2024-03-30","AMZN","499.57",8911,"-4.14","Tech"
442,"2024-02-15","AMZN","526.77",9690,"-2.59","Auto"
443,"2024-04-05","TSLA","218.98",3587,"-0.45","Retail"
444,"2024-03-07","AMZN","603.18",4207,"4.44","Tech"
445,"2024-01-08","AAPL","180.98",4508,"-3.11","Tech"
446,"2024-04-06","GOOG","389.28",7606,"-3.38","Retail"
447,"2024-01-02","GOOG","157.21",1350,"2.36","Tech"
448,"2024-01-26","MSFT","333.19",7038,"-1.37","Tech"
449,"2024-03-30","AMZN","600.63",8858,"2.31","Retail"
450,"2024-03-24","GOOG","186.01",6377,"-4.76","Tech"
451,"2024-02-28","AAPL","679.81",2066,"-0.37","Auto"
452,"2024-04-06","AAPL","472.51",1327,"-4.44","Tech"
453,"2024-02-29","AAPL","434.03",2461,"0.19","Retail"
454,"2024-04-01","GOOG","777.30",9845,"4.33","Tech"
455,"2024-06-16","MSFT","512.71",9747,"-1.35","Auto"
456,"2024-05-10","MSFT","567.78",4305,"1.62","Tech"
457,"2024-01-09","MSFT","531.84",8692,"4.79","Retail"
458,"2024-02-20","MSFT","650.00",2281,"-0.72","Auto"
459,"2024-05-06","MSFT","497.04",3785,"2.32","Retail"
460,"2024-05-27","AMZN","847.99",2098,"-4.59","Auto"
461,"2024-03-07","AMZN","402.80",7965,"0.20","Tech"
462,"2024-03-09","GOOG","758.62",8796,"1.41","Retail"
463,"2024-02-17","GOOG","194.17",2373,"2.95","Tech"
464,"2024-05-28","AMZN","108.73",5287,"1.33","Tech"
465,"2024-02-15","MSFT","108.76",8320,"0.25","Auto"
466,"2024-01-16","AAPL","169.52",10642,"4.82","Tech"
467,"2024-04-20","AMZN","660.77",7299,"1.55","Tech"
468,"2024-05-21","GOOG","308.62",4581,"1.87","Retail"
469,"2024-06-28","MSFT","707.63",2075,"-3.02","Retail"
470,"2024-03-14","GOOG","570.95",2653,"-3.68","Retail"
471,"2024-06-17","GOOG","181.88",6553,"-3.71","Retail"
472,"2024-04-26","TSLA","694.81",7084,"-1.70","Retail"
473,"2024-01-31","TSLA","344.32",6363,"-2.69","Auto"
474,"2024-04-16","AMZN","633.60",9978,"0.91","Retail"
475,"2024-05-21","GOOG","704.09",9489,"2.53","Tech"
476,"2024-06-18","MSFT","227.01",4779,"1.89","Auto"
477,"2024-06-15","GOOG","363.73",4369,"-1.63","Auto"
478,"2024-01-16","TSLA","974.23",1016,"1.22","Auto"
479,"2024-04-04","MSFT","986.60",3309,"-4.21","Tech"
480,"2024-04-10","TSLA","411.58",2137,"-1.00","Tech"
481,"2024-06-17","GOOG","289.48",2927,"-3.92","Tech"
482,"2024-04-17","MSFT","195.15",1541,"-4.46","Tech"
483,"2024-03-15","AAPL","632.25",2696,"4.89","Retail"
484,"2024-01-16","GOOG","894.60",6064,"-0.94","Retail"
485,"2024-06-22","MSFT","276.59",3118,"-1.87","Tech"
486,"2024-06-10","AAPL","180.08",6431,"4.39","Tech"
487,"2024-02-23","GOOG","263.35",6949,"-4.04","Tech"
488,"2024-04-26","AAPL","336.54",2282,"-2.27","Tech"
489,"2024-05-27","TSLA","483.27",4185,"2.76","Retail"
490,"2024-04-02","AAPL","707.54",7781,"1.62","Retail"
491,"2024-01-04","AMZN","177.76",10581,"-2.96","Tech"
492,"2024-04-01","AMZN","277.01",6300,"2.33","Retail"
493,"2024-03-23","AMZN","429.71",2317,"-3.21","Tech"
494,"2024-05-02","GOOG","170.92",10860,"0.65","Tech"
495,"2024-06-27","GOOG","846.93",7378,"-2.25","Tech"
496,"2024-02-23","MSFT","583.18",1510,"-3.29","Auto"
497,"2024-01-07","TSLA","549.56",4253,"-0.55","Retail"
498,"2024-03-15","MSFT","992.70",10339,"-4.05","Retail"
499,"2024-01-21","AMZN","908.80",6279,"-0.33","Tech"
500,"2024-04-23","GOOG","968.48",3502,"0.09","Tech"
501,"2024-03-08","GOOG","209.90",3304,"4.95","Auto"
502,"2024-05-26","MSFT","933.18",9281,"-2.81","Retail"
503,"2024-02-05","TSLA","978.25",10860,"-3.24","Tech"
504,"2024-06-13","AAPL","920.61",1292,"-4.86","Tech"
505,"2024-03-22","GOOG","358.36",1656,"2.11","Tech"
506,"2024-06-17","AAPL","875.10",6452,"4.80","Retail"
507,"2024-05-07","MSFT","253.60",7845,"-1.94","Retail"
508,"2024-03-17","AAPL","794.98",2619,"1.17","Tech"
509,"2024-05-18","TSLA","396.11",6066,"-1.16","Retail"
510,"2024-01-15","GOOG","696.69",4136,"4.87","Auto"
511,"2024-05-01","AAPL","904.62",2741,"3.09","Tech"
512,"2024-03-11","AAPL","107.58",7610,"-2.79","Retail"
513,"2024-06-16","AMZN","404.76",3582,"3.68","Tech"
514,"2024-04-11","AMZN","119.15",5991,"-3.19","Retail"
515,"2024-06-23","TSLA","845.22",9152,"3.40","Auto"
516,"2024-05-20","AAPL","956.92",2540,"3.13","Auto"
517,"2024-03-09","TSLA","291.83",2216,"-3.29","Retail"
518,"2024-05-12","GOOG","242.87",10053,"1.78","Retail"
519,"2024-02-05","MSFT","519.69",7511,"-0.75","Tech"
520,"2024-04-29","AAPL","771.27",6867,"4.13","Auto"
521,"2024-02-11","AAPL","635.12",1910,"-2.29","Auto"
522,"2024-06-22","MSFT","619.06",5787,"-0.10","Auto"
523,"2024-05-07","AAPL","655.26",4993,"-1.08","Auto"
524,"2024-02-10","AMZN","195.55",10386,"-2.37","Tech"
525,"2024-03-16","AMZN","403.56",10686,"-2.98","Tech"
526,"2024-02-15","AAPL","796.33",1458,"-4.77","Tech"
527,"2024-03-04","GOOG","383.74",3313,"0.68","Tech"
528,"2024-02-26","TSLA","604.74",4796,"-0.72","Retail"
529,"2024-05-14","MSFT","329.15",4630,"3.01","Tech"
530,"2024-06-09","AAPL","787.38",6773,"-3.72","Tech"
531,"2024-01-18","AAPL","721.92",6097,"-3.72","Auto"
532,"2024-02-24","TSLA","636.99",2330,"-4.22","Retail"
533,"2024-01-25","AAPL","624.39",10651,"4.69","Auto"
534,"2024-05-09","TSLA","939.47",3387,"1.39","Tech"
535,"2024-02-06","AAPL","237.90",6375,"2.88","Retail"
536,"2024-03-15","TSLA","137.47",3812,"-1.30","Tech"
537,"2024-04-20","AMZN","979.80",8935,"-3.72","Tech"
538,"2024-05-27","AAPL","484.51",5982,"4.05","Tech"
539,"2024-05-08","GOOG","208.28",6037,"-1.98","Auto"
540,"2024-01-24","AMZN","935.13",7746,"3.11","Auto"
541,"2024-03-20","TSLA","483.18",5614,"-0.81","Retail"
542,"2024-03-17","TSLA","909.01",4636,"3.09","Tech"
543,"2024-06-27","MSFT","240.89",7951,"1.41","Retail"
544,"2024-01-12","AAPL","954.92",9870,"-3.62","Retail"
545,"2024-02-24","GOOG","372.34",1178,"3.60","Auto"
546,"2024-05-11","MSFT","661.81",7882,"-1.11","Tech"
547,"2024-01-28","GOOG","890.19",4556,"1.07","Auto"
548,"2024-04-13","MSFT","572.51",9932,"-1.63","Auto"
549,"2024-05-08","TSLA","299.59",6857,"-4.74","Tech"
550,"2024-05-25","GOOG","673.74",9626,"-4.25","Retail"
551,"2024-06-02","TSLA","571.76",6082,"1.40","Auto"
552,"2024-02-20","GOOG","418.37",3648,"1.77","Tech"
553,"2024-03-17","TSLA","550.06",8453,"-4.53","Tech"
554,"2024-05-15","GOOG","169.26",9839,"-3.51","Tech"
555,"2024-04-19","MSFT","598.10",2987,"-2.69","Tech"
556,"2024-05-29","AAPL","796.30",3726,"-4.81","Auto"
557,"2024-01-17","AAPL","234.62",7651,"-1.50","Tech"
558,"2024-04-25","AAPL","464.03",2835,"-0.59","Retail"
559,"2024-04-19","TSLA","752.42",6044,"0.47","Tech"
560,"2024-02-18","AMZN","804.77",3767,"0.43","Auto"
561,"2024-01-17","GOOG","793.41",4527,"-0.29","Tech"
562,"2024-01-06","GOOG","308.39",9819,"-0.41","Tech"
563,"2024-02-17","AAPL","739.93",1542,"-3.80","Auto"
564,"2024-05-17","MSFT","245.88",4838,"2.66","Retail"
565,"2024-02-20","TSLA","935.45",9661,"3.39","Retail"
566,"2024-02-14","TSLA","228.18",9330,"3.02","Tech"
567,"2024-03-16","TSLA","366.39",6335,"3.96","Tech"
568,"2024-06-13","TSLA","338.87",4389,"0.00","Tech"
569,"2024-04-25","AMZN","957.73",2982,"-0.47","Auto"
570,"2024-04-14","AMZN","299.47",4382,"4.20","Auto"
571,"2024-05-09","AAPL","563.03",3568,"-4.00","Retail"
572,"2024-06-11","MSFT","728.57",4000,"2.87","Tech"
573,"2024-01-14","TSLA","221.17",5081,"3.22","Retail"
574,"2024-02-28","MSFT","962.58",2019,"3.71","Tech"
575,"2024-04-27","AAPL","923.28",7810,"3.45","Auto"
576,"2024-01-18","AMZN","447.02",2362,"-0.50","Tech"
577,"2024-06-12","AMZN","481.41",6774,"-2.79","Tech"
578,"2024-05-12","AAPL","244.74",2645,"-2.90","Auto"
579,"2024-06-02","MSFT","535.07",5413,"3.94","Auto"
580,"2024-02-23","GOOG","756.66",10555,"1.95","Auto"
581,"2024-05-12","MSFT","759.45",3873,"2.44","Auto"
582,"2024-05-12","GOOG","428.64",6284,"0.73","Tech"
583,"2024-01-04","AAPL","194.83",4620,"2.81","Retail"
584,"2024-01-08","GOOG","875.59",3210,"-2.83","Retail"
585,"2024-05-29","AMZN","808.25",4831,"-1.75","Retail"
586,"2024-01-02","TSLA","511.95",7393,"-4.95","Retail"
587,"2024-04-24","AAPL","426.80",1303,"-1.81","Auto"
588,"2024-04-04","AAPL","385.07",8516,"0.66","Retail"
589,"2024-06-16","GOOG","242.78",8450,"-0.49","Tech"
590,"2024-02-17","AAPL","615.14",4680,"2.10","Auto"
591,"2024-06-26","AAPL","462.07",3339,"4.90","Tech"
592,"2024-01-27","AAPL","356.98",1129,"3.62","Tech"
593,"2024-03-23","TSLA","412.51",2423,"3.02","Tech"
594,"2024-04-17","MSFT","192.28",8854,"3.88","Auto"
595,"2024-04-05","AMZN","455.34",9123,"-3.27","Auto"
596,"2024-03-13","TSLA","114.24",8310,"1.41","Auto"
597,"2024-04-16","TSLA","197.71",9948,"3.24","Tech"
598,"2024-05-03","MSFT","114.72",6387,"0.41","Auto"
599,"2024-04-02","AAPL","767.91",3843,"1.23","Retail"
600,"2024-05-17","AAPL","804.87",3553,"-1.14","Retail"
601,"2024-03-24","AMZN","647.82",2086,"2.30","Auto"
602,"2024-01-25","AAPL","730.32",6737,"-3.68","Retail"
603,"2024-03-19","AMZN","343.16",10852,"-4.09","Retail"
604,"2024-04-23","GOOG","760.16",8813,"2.53","Auto"
605,"2024-01-28","MSFT","232.63",7885,"4.67","Tech"
606,"2024-04-27","TSLA","177.12",1317,"0.73","Tech"
607,"2024-02-23","GOOG","502.10",4403,"3.30","Tech"
608,"2024-05-27","TSLA","381.17",7460,"0.70","Auto"
609,"2024-04-30","MSFT","554.49",1251,"-0.87","Auto"
610,"2024-03-12","AAPL","353.82",5313,"2.39","Auto"
611,"2024-05-12","AAPL","875.37",2626,"3.39","Retail"
612,"2024-02-28","AMZN","124.64",1974,"1.80","Auto"
613,"2024-02-09","TSLA","180.73",1772,"3.24","Retail"
614,"2024-02-19","AAPL","762.55",4579,"-2.34","Auto"
615,"2024-04-25","TSLA","802.61",3720,"-2.78","Auto"
616,"2024-05-27","GOOG","946.55",7973,"-3.39","Tech"
617,"2024-02-18","AAPL","757.61",5516,"3.63","Auto"
618,"2024-02-20","MSFT","729.94",2146,"-1.08","Auto"
619,"2024-02-12","AMZN","588.26",9784,"-2.71","Auto"
620,"2024-01-07","AAPL","163.55",5978,"3.59","Tech"
621,"2024-01-16","AAPL","449.20",7806,"-3.13","Tech"
622,"2024-04-15","AMZN","636.38",3260,"1.87","Tech"
623,"2024-05-26","TSLA","781.11",10008,"1.46","Retail"
624,"2024-05-09","AMZN","534.25",1222,"4.76","Auto"
625,"2024-06-28","AMZN","889.48",6829,"-3.84","Tech"
626,"2024-03-20","TSLA","418.87",10269,"2.59","Tech"
627,"2024-06-24","MSFT","113.65",1347,"-3.42","Retail"
628,"2024-01-24","GOOG","318.25",1913,"-4.53","Tech"
629,"2024-05-28","MSFT","836.89",4998,"2.70","Auto"
630,"2024-02-10","GOOG","270.44",1534,"-2.54","Auto"
631,"2024-05-29","GOOG","775.01",6069,"-4.86","Tech"
632,"2024-05-19","TSLA","118.11",2558,"-3.35","Retail"
633,"2024-06-22","TSLA","427.59",8895,"-3.33","Retail"
634,"2024-05-22","AAPL","609.59",8628,"-3.41","Tech"
635,"2024-02-22","MSFT","368.65",6977,"-4.01","Tech"
636,"2024-01-29","AMZN","346.35",5036,"3.74","Retail"
637,"2024-05-17","AAPL","256.75",1079,"-4.46","Tech"
638,"2024-06-22","AAPL","646.40",4837,"-0.95","Tech"
639,"2024-04-13","AMZN","404.96",6985,"3.40","Auto"
640,"2024-06-19","MSFT","822.70",1047,"-4.33","Retail"
641,"2024-06-15","MSFT","422.52",5063,"3.48","Auto"
642,"2024-06-13","MSFT","546.04",6953,"4.91","Retail"
643,"2024-02-19","MSFT","766.27",1283,"-1.18","Auto"
644,"2024-03-22","GOOG","560.63",4464,"-0.52","Tech"
645,"2024-03-31","TSLA","520.97",4501,"-2.20","Auto"
646,"2024-06-18","TSLA","433.69",4307,"-4.23","Auto"
647,"2024-01-07","GOOG","485.14",4507,"2.79","Tech"
648,"2024-05-18","AMZN","793.71",7095,"1.81","Tech"
649,"2024-05-02","AMZN","838.36",9822,"1.88","Auto"
650,"2024-04-05","TSLA","569.37",4626,"-1.56","Auto"
651,"2024-04-06","GOOG","482.68",9675,"-4.93","Auto"
652,"2024-03-15","AAPL","807.25",5371,"-4.40","Retail"
653,"2024-04-12","AAPL","358.79",5639,"0.56","Retail"
654,"2024-04-11","GOOG","751.61",10675,"3.15","Tech"
655,"2024-06-21","TSLA","753.14",9240,"4.26","Auto"
656,"2024-04-06","MSFT","357.70",2483,"3.97","Retail"
657,"2024-02-06","TSLA","693.87",7816,"0.91","Tech"
658,"2024-06-07","AMZN","267.49",6137,"-4.05","Tech"
659,"2024-04-13","GOOG","551.24",3734,"4.69","Tech"
660,"2024-02-24","GOOG","721.54",1441,"0.28","Auto"
661,"2024-04-12","MSFT","467.48",9448,"-3.16","Auto"
662,"2024-05-19","GOOG","397.95",4401,"1.54","Tech"
663,"2024-06-13","MSFT","154.70",9070,"-4.68","Retail"
664,"2024-02-07","AAPL","616.64",1500,"1.53","Retail"
665,"2024-06-14","TSLA","809.65",5959,"3.72","Auto"
666,"2024-03-03","MSFT","516.60",4717,"2.47","Tech"
667,"2024-06-20","GOOG","680.77",5857,"2.01","Retail"
668,"2024-05-31","TSLA","919.11",3502,"2.87","Retail"
669,"2024-05-22","GOOG","169.47",3499,"1.78","Retail"
670,"2024-01-27","AAPL","243.03",4776,"-3.55","Auto"
671,"2024-04-02","TSLA","283.11",1662,"2.81","Tech"
672,"2024-05-15","AMZN","125.78",1343,"-2.00","Auto"
673,"2024-02-26","AAPL","349.07",10212,"1.13","Tech"
674,"2024-01-20","MSFT","502.27",2536,"4.71","Auto"
675,"2024-01-24","MSFT","555.00",10155,"2.25","Tech"
676,"2024-02-09","AMZN","393.96",10643,"0.47","Retail"
677,"2024-04-04","GOOG","661.89",8517,"-1.50","Auto"
678,"2024-02-23","MSFT","815.23",1276,"3.32","Tech"
679,"2024-06-19","AAPL","468.25",2152,"-0.56","Auto"
680,"2024-04-12","GOOG","667.53",5752,"0.85","Auto"
681,"2024-02-01","AMZN","737.96",2514,"0.17","Tech"
682,"2024-05-10","TSLA","502.90",1395,"-0.73","Retail"
683,"2024-05-09","AAPL","208.85",5065,"2.25","Auto"
684,"2024-05-20","GOOG","581.25",4559,"1.84","Tech"
685,"2024-04-24","TSLA","452.58",3828,"0.87","Auto"
686,"2024-06-15","MSFT","809.22",6026,"0.53","Tech"
687,"2024-05-30","TSLA","438.79",7271,"2.92","Tech"
688,"2024-06-12","TSLA","112.36",3014,"3.55","Retail"
689,"2024-05-15","AAPL","147.07",6780,"-1.69","Retail"
690,"2024-03-05","MSFT","719.47",7430,"1.54","Retail"
691,"2024-05-17","TSLA","674.89",1030,"-3.74","Retail"
692,"2024-05-17","AMZN","288.24",1585,"-3.08","Retail"
693,"2024-06-01","AAPL","216.41",1284,"-0.67","Retail"
694,"2024-01-16","AAPL","398.84",6490,"-3.85","Tech"
695,"2024-06-05","TSLA","877.57",8648,"1.60","Retail"
696,"2024-05-02","AAPL","707.57",10445,"2.43","Tech"
697,"2024-02-20","TSLA","713.81",10305,"1.44","Retail"
698,"2024-01-07","AAPL","130.00",2621,"-2.05","Auto"
699,"2024-01-09","MSFT","831.75",9071,"-2.83","Retail"
700,"2024-01-13","GOOG","476.30",2065,"-0.38","Auto"
701,"2024-04-21","MSFT","396.52",2059,"-4.92","Retail"
702,"2024-04-07","AAPL","433.74",10654,"2.09","Retail"
703,"2024-04-03","TSLA","428.55",5319,"-1.90","Auto"
704,"2024-02-21","GOOG","301.26",9590,"0.13","Tech"
705,"2024-03-10","AMZN","944.64",9506,"-1.20","Retail"
706,"2024-04-23","MSFT","360.32",6622,"-3.41","Tech"
707,"2024-01-11","TSLA","181.97",2769,"1.27","Auto"
708,"2024-01-28","TSLA","559.59",4632,"-4.72","Retail"
709,"2024-01-18","AAPL","505.11",2792,"0.58","Tech"
710,"2024-03-29","MSFT","693.75",2859,"3.11","Tech"
711,"2024-03-01","AAPL","760.13",10216,"-4.73","Auto"
712,"2024-04-19","AMZN","106.38",2585,"-3.74","Tech"
713,"2024-04-13","AMZN","503.49",7209,"2.57","Tech"
714,"2024-01-25","GOOG","603.08",6259,"-4.20","Auto"
715,"2024-03-11","TSLA","312.75",9316,"3.30","Auto"
716,"2024-05-14","GOOG","795.99",2348,"1.31","Retail"
717,"2024-02-22","AMZN","588.35",7186,"-0.03","Tech"
718,"2024-01-03","TSLA","599.38",6231,"2.86","Tech"
719,"2024-01-24","TSLA","318.63",6060,"4.89","Tech"
720,"2024-06-27","MSFT","869.32",4710,"-0.47","Auto"
721,"2024-01-28","AMZN","995.76",1932,"4.65","Auto"
722,"2024-01-08","MSFT","221.73",8760,"-0.42","Retail"
723,"2024-04-07","TSLA","306.24",5027,"-3.34","Auto"
724,"2024-02-18","GOOG","180.18",2422,"-3.17","Retail"
725,"2024-06-13","GOOG","744.35",4160,"-3.41","Auto"
726,"2024-04-18","MSFT","375.08",1509,"3.67","Auto"
727,"2024-02-01","AAPL","449.59",5555,"0.88","Tech"
728,"2024-05-27","MSFT","397.26",1463,"0.96","Retail"
729,"2024-06-23","AMZN","530.05",10775,"-2.18","Auto"
730,"2024-05-15","TSLA","789.81",10985,"-0.72","Retail"
731,"2024-03-30","GOOG","615.54",10825,"-1.50","Retail"
732,"2024-05-20","TSLA","896.73",7969,"-1.87","Tech"
733,"2024-01-27","AMZN","521.14",7861,"1.66","Auto"
734,"2024-06-29","TSLA","780.63",6366,"0.45","Tech"
735,"2024-05-11","GOOG","160.26",5489,"-3.69","Tech"
736,"2024-04-22","MSFT","596.12",6569,"-0.27","Retail"
737,"2024-04-28","MSFT","136.15",5897,"-2.95","Auto"
738,"2024-04-13","AMZN","456.14",6905,"-1.35","Retail"
739,"2024-06-28","MSFT","822.52",3191,"4.06","Retail"
740,"2024-02-09","AMZN","494.28",3450,"4.74","Tech"
741,"2024-03-08","TSLA","349.30",5684,"0.57","Auto"
742,"2024-01-02","GOOG","361.25",2047,"3.73","Auto"
743,"2024-01-21","MSFT","620.78",5689,"4.61","Auto"
744,"2024-01-22","MSFT","518.68",7927,"-1.92","Tech"
745,"2024-02-25","TSLA","170.00",2181,"-1.82","Auto"
746,"2024-02-08","AMZN","944.79",1813,"-2.54","Auto"
747,"2024-02-19","AAPL","654.12",5796,"-3.64","Retail"
748,"2024-04-01","MSFT","440.79",10461,"0.17","Auto"
749,"2024-05-23","TSLA","839.35",7156,"2.28","Auto"
750,"2024-01-02","TSLA","718.97",9674,"3.12","Retail"
751,"2024-05-14","AAPL","410.56",2513,"-3.15","Retail"
752,"2024-04-29","TSLA","152.30",3179,"-3.74","Tech"
753,"2024-02-12","MSFT","704.81",8314,"-0.90","Tech"
754,"2024-05-06","MSFT","757.98",7795,"0.71","Auto"
755,"2024-06-17","TSLA","392.77",4595,"2.06","Retail"
756,"2024-03-21","GOOG","858.81",5334,"-1.01","Auto"
757,"2024-04-04","TSLA","143.76",1689,"2.71","Retail"
758,"2024-03-18","GOOG","173.93",9227,"-3.97","Auto"
759,"2024-02-27","GOOG","108.72",10333,"-4.81","Auto"
760,"2024-04-20","AMZN","303.82",8692,"0.88","Auto"
761,"2024-06-21","AMZN","227.83",9973,"-1.91","Auto"
762,"2024-01-23","AMZN","758.15",5000,"0.40","Retail"
763,"2024-03-31","TSLA","992.83",6764,"-2.29","Tech"
764,"2024-04-14","TSLA","859.87",5094,"1.05","Tech"
765,"2024-05-20","MSFT","616.84",1290,"1.77","Auto"
766,"2024-03-01","GOOG","282.08",8745,"3.34","Auto"
767,"2024-06-01","AMZN","493.44",5786,"1.84","Tech"
768,"2024-01-30","AMZN","540.73",2334,"3.68","Tech"
769,"2024-03-24","AMZN","501.29",7281,"-3.18","Auto"
770,"2024-04-19","AMZN","778.67",9339,"-3.92","Retail"
771,"2024-05-21","AMZN","291.00",4762,"2.98","Retail"
772,"2024-04-29","AAPL","851.51",10671,"-3.86","Auto"
773,"2024-05-31","TSLA","673.46",5496,"-3.52","Retail"
774,"2024-04-28","MSFT","289.42",9301,"1.84","Tech"
775,"2024-04-13","MSFT","623.98",2595,"1.92","Tech"
776,"2024-02-24","AMZN","439.40",9810,"0.31","Auto"
777,"2024-04-26","AAPL","891.40",9410,"1.68","Auto"
778,"2024-06-09","TSLA","812.02",2878,"-4.26","Auto"
779,"2024-03-23","AMZN","784.23",10131,"-2.75","Auto"
780,"2024-05-18","GOOG","500.20",5911,"-2.90","Tech"
781,"2024-01-18","MSFT","776.44",1068,"2.78","Tech"
782,"2024-01-30","AAPL","246.77",8856,"-2.85","Auto"
783,"2024-06-07","MSFT","699.28",8027,"4.54","Auto"
784,"2024-01-19","MSFT","995.90",5836,"0.62","Auto"
785,"2024-05-31","AAPL","878.82",2295,"-2.15","Auto"
786,"2024-04-01","MSFT","223.99",3138,"1.98","Tech"
787,"2024-04-16","GOOG","744.80",6991,"0.45","Retail"
788,"2024-01-22","AMZN","985.32",7947,"-2.79","Retail"
789,"2024-04-10","AMZN","444.85",7524,"2.52","Retail"
790,"2024-04-04","GOOG","253.07",9565,"1.11","Tech"
791,"2024-04-14","GOOG","747.15",2889,"2.49","Retail"
792,"2024-05-06","GOOG","831.43",8018,"-3.96","Retail"
793,"2024-04-21","AMZN","398.01",8403,"0.76","Tech"
794,"2024-04-19","GOOG","633.06",9360,"2.27","Tech"
795,"2024-04-19","MSFT","297.91",9753,"1.10","Retail"
796,"2024-03-18","AAPL","769.56",1005,"-3.45","Tech"
797,"2024-05-15","GOOG","668.69",6344,"-1.76","Retail"
798,"2024-04-25","MSFT","576.43",1085,"-0.83","Tech"
799,"2024-06-25","TSLA","832.89",3448,"-2.06","Retail"
800,"2024-05-23","AAPL","822.08",3515,"3.54","Tech"
801,"2024-04-13","AAPL","734.07",3061,"2.57","Tech"
802,"2024-02-09","TSLA","337.16",2715,"1.58","Tech"
803,"2024-06-02","TSLA","789.57",6854,"-2.06","Retail"
804,"2024-01-27","MSFT","188.31",1210,"4.47","Tech"
805,"2024-04-19","AMZN","344.37",3271,"3.12","Tech"
806,"2024-01-08","AMZN","784.28",3225,"-1.19","Retail"
807,"2024-02-10","MSFT","204.96",2969,"-3.36","Tech"
808,"2024-01-27","AAPL","891.54",2029,"-0.51","Retail"
809,"2024-04-09","MSFT","617.33",9908,"2.42","Tech"
810,"2024-04-06","TSLA","643.42",8648,"4.81","Auto"
811,"2024-06-27","AMZN","287.14",4447,"-4.97","Tech"
812,"2024-03-18","AMZN","310.56",10995,"1.28","Retail"
813,"2024-02-11","AAPL","788.15",1731,"3.15","Auto"
814,"2024-06-15","AMZN","113.43",6264,"-3.62","Tech"
815,"2024-02-02","AMZN","513.32",3423,"4.92","Retail"
816,"2024-05-19","MSFT","146.92",8442,"-1.45","Retail"
817,"2024-04-12","AMZN","847.85",2603,"1.60","Auto"
818,"2024-04-15","AAPL","579.99",8705,"-0.13","Auto"
819,"2024-02-24","MSFT","688.70",10186,"2.72","Retail"
820,"2024-01-24","AMZN","808.56",10798,"4.96","Auto"
821,"2024-01-03","AMZN","155.51",4506,"3.74","Auto"
822,"2024-04-18","GOOG","894.36",8466,"-3.25","Auto"
823,"2024-05-20","AAPL","212.40",1663,"-1.66","Retail"
824,"2024-01-10","MSFT","664.17",2943,"-1.58","Tech"
825,"2024-02-05","GOOG","124.42",6197,"-4.10","Retail"
826,"2024-05-24","AAPL","974.44",10256,"0.96","Tech"
827,"2024-01-06","AAPL","666.61",2994,"-1.52","Tech"
828,"2024-03-10","AAPL","667.08",10318,"1.80","Tech"
829,"2024-01-02","MSFT","163.43",7191,"-3.87","Retail"
830,"2024-03-01","AAPL","538.77",3654,"2.02","Retail"
831,"2024-04-02","GOOG","533.33",4333,"2.28","Retail"
832,"2024-01-29","MSFT","451.86",7052,"3.91","Auto"
833,"2024-02-23","AAPL","728.17",10480,"-0.90","Retail"
834,"2024-04-03","GOOG","158.27",7232,"2.18","Auto"
835,"2024-02-15","TSLA","859.02",6230,"-2.93","Retail"
836,"2024-01-24","TSLA","626.16",7685,"2.31","Tech"
837,"2024-02-11","GOOG","670.57",7783,"0.82","Auto"
838,"2024-05-14","AAPL","596.63",10605,"-3.23","Tech"
839,"2024-02-02","AAPL","888.07",7510,"-2.92","Tech"
840,"2024-05-19","AMZN","644.76",1062,"4.33","Auto"
841,"2024-01-19","MSFT","120.90",6886,"2.97","Tech"
842,"2024-01-15","GOOG","768.68",6371,"0.78","Auto"
843,"2024-04-06","TSLA","430.21",6532,"-4.91","Retail"
844,"2024-06-17","MSFT","301.04",8927,"1.62","Auto"
845,"2024-05-16","GOOG","736.69",5351,"-1.54","Auto"
846,"2024-01-22","TSLA","701.00",10037,"4.47","Auto"
847,"2024-05-06","GOOG","683.54",8576,"-3.14","Retail"
848,"2024-01-01","AAPL","432.99",3942,"-2.68","Auto"
849,"2024-01-18","GOOG","846.52",4304,"2.63","Retail"
850,"2024-01-28","MSFT","358.73",8220,"-2.72","Tech"
851,"2024-06-05","AAPL","659.53",5715,"-2.54","Auto"
852,"2024-04-23","TSLA","504.63",6111,"-1.82","Tech"
853,"2024-03-08","GOOG","680.02",10586,"2.92","Auto"
854,"2024-05-19","AMZN","696.81",2637,"2.92","Tech"
855,"2024-05-14","AMZN","970.27",8156,"4.93","Tech"
856,"2024-04-14","GOOG","630.32",3822,"1.91","Tech"
857,"2024-03-17","AAPL","490.11",3657,"-3.17","Auto"
858,"2024-04-30","AAPL","632.87",2208,"0.20","Retail"
859,"2024-04-11","AAPL","723.55",6715,"-4.26","Tech"
